show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,day_added,month_added,year_added,duration_minutes,duration_tvshows,content_age
80240024,TV Show,Club Friday To Be Continued - Friend & Enemy,No Director,Wanida Termthanaporn,No Country,2018-04-20,2016,TV-MA,1 Season,International TV Shows,"A love triangle spirals out of control, wreaking havoc on a couple's relationship and a friendship between two women.",20,4,2018,0.0,1.0,9
80239865,TV Show,Club Friday To Be Continued - The Promise,No Director,Jirayu La-ongmanee,No Country,2018-04-20,2016,TV-MA,1 Season,International TV Shows,"Two young lovers vow to stay friends through thick and thin, but separation tests their bond until fate allows them to reunite.",20,4,2018,0.0,1.0,9
80192186,Movie,Dude,Olivia Milch,Lucy Hale,United States,2018-04-20,2018,TV-MA,97 min,Comedies,Four best friends navigate loss and major life changes – and smoke a lot of weed – during their last two weeks of high school.,20,4,2018,97.0,0.0,7
80216834,Movie,Kodachrome,Mark Raso,Ed Harris,Canada,2018-04-20,2018,TV-MA,105 min,Comedies,"A record company exec joins his estranged dad, a famous photographer who's dying, on a road trip to the last lab still developing Kodachrome film.",20,4,2018,105.0,0.0,7
80174436,Movie,Mercury 13,David Sington,No Cast,United States,2018-04-20,2018,TV-PG,79 min,Documentaries,"After rigorous testing in 1961, a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight.",20,4,2018,79.0,0.0,7
70241596,Movie,Mac & Devin Go to High School,Dylan C. Brown,Snoop Dogg,United States,2016-04-20,2012,R,76 min,Comedies,"Devin Overstreet may be the class valedictorian, but he hasn't had much life experience. Enter Mac Johnson, a 10th-year senior and weed dealer.",20,4,2016,76.0,0.0,13
80174097,Movie,Boy Bye,Chris Stokes,Wendy Raquel Robinson,United States,2019-04-02,2016,TV-MA,86 min,Comedies,"Single entrepreneur Veronica finally starts to believe in love after meeting sexy Lance, but she soon discovers he's hiding something from her.",2,4,2019,86.0,0.0,9
81076749,Movie,Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,Anil Kapoor,India,2019-04-02,2019,TV-14,120 min,Comedies,"As her family seeks to marry her off and a hopeful writer pursues her, a small-town woman struggles to reveal the long-hidden truth about who she loves.",2,4,2019,120.0,0.0,6
81066961,Movie,Jagat,Shanjey Kumar Perumal,Harvind Raj,Malaysia,2019-04-02,2015,TV-14,76 min,Dramas,"In early 1990s Malaysia, a Tamilian boy faces pressure from his immigrant father to focus on school but is drawn to his uncles’ lives of crime.",2,4,2019,76.0,0.0,10
80174687,Movie,Kevin Hart: Irresponsible,Leslie Small,Kevin Hart,United States,2019-04-02,2019,TV-MA,60 min,Stand-Up Comedy,"As a father of three on his second marriage, Kevin Hart proves that being him is indeed a tall order in a fresh special inspired by his own mistakes.",2,4,2019,60.0,0.0,6
80237428,TV Show,La Piloto,No Director,Livia Brito,Mexico,2018-04-02,2017,TV-MA,1 Season,Crime TV Shows,"Dreaming her whole life of becoming a pilot, Yolanda finds work as a flight attendant, unaware she'll soon be thrust into a drug smuggling operation.",2,4,2018,0.0,1.0,8
80015799,Movie,Good Kill,Andrew Niccol,Ethan Hawke,United States,2017-04-02,2014,R,103 min,Dramas,"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions.",2,4,2017,103.0,0.0,11
80036657,Movie,The D Train,Jarrad Paul,Jack Black,United Kingdom,2017-04-02,2015,R,101 min,Comedies,A loser in charge of planning his high school class's 20-year reunion thinks he's scored a major coup when he gets a marginally famous alum to attend.,2,4,2017,101.0,0.0,10
81035861,Movie,Abdo Mota,No Director,Mohamed Ramadan,Egypt,2019-04-19,2012,TV-MA,100 min,Action & Adventure,"Following the mysterious death of his parents, a young man finds himself enmeshed in the dark world of drugs and crime.",19,4,2019,100.0,0.0,13
81037733,Movie,Brampton's Own,Michael Doneger,Alex Russell,United States,2019-04-19,2018,TV-MA,90 min,Dramas,"After 12 years in the minors, a struggling baseball player retires, returns home and faces the last person he struck out with – his ex-girlfriend.",19,4,2019,90.0,0.0,7
81010166,Movie,Brené Brown: The Call to Courage,Sandra Restrepo,Brené Brown,No Country,2019-04-19,2019,TV-14,77 min,Documentaries,"With humor and empathy, Brené Brown discusses what it takes to choose courage over comfort in a culture defined by scarcity, fear and uncertainty.",19,4,2019,77.0,0.0,6
80112518,Movie,"I, Daniel Blake",Ken Loach,Dave Johns,United Kingdom,2019-04-19,2016,R,100 min,Dramas,"While fighting for his welfare benefits following a job-ending heart attack, a widowed carpenter befriends a single mother in a similar plight.",19,4,2019,100.0,0.0,9
81072829,TV Show,KO One,No Director,Aaron Yan,Taiwan,2019-04-19,2005,TV-MA,1 Season,International TV Shows,"Gifted with special powers, fighting skills and slick hair, the rowdy KO One navigates tough friendships and high school romance.",19,4,2019,0.0,1.0,20
80198950,TV Show,Lunatics,No Director,Chris Lilley,Australia,2019-04-19,2019,TV-MA,1 Season,International TV Shows,This mockumentary series follows the peculiar lives of six eccentric – and sometimes obscene – misfits who march to their own beat.,19,4,2019,0.0,1.0,6
81033430,Movie,Music Teacher,Sarthak Dasgupta,Manav Kaul,India,2019-04-19,2019,TV-14,102 min,Dramas,A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.,19,4,2019,102.0,0.0,6
81072807,TV Show,My Dear Boy,No Director,Ruby Lin,Taiwan,2019-04-19,2017,TV-14,1 Season,International TV Shows,"Heartbroken and romantically pessimistic, a commercial director meets a young artist and teaches him life-changing lessons about love.",19,4,2019,0.0,1.0,8
80196883,TV Show,Rilakkuma and Kaoru,No Director,Mikako Tabe,Japan,2019-04-19,2019,TV-PG,1 Season,Anime Series,"Her life might be a little mundane, but Kaoru gets to go home to Rilakkuma, her endearingly lazy roommate who happens to be a fuzzy toy bear.",19,4,2019,0.0,1.0,6
81035851,Movie,Roh's Beauty,Sameh Abdulaziz,Haifa Wehbe,Egypt,2019-04-19,2014,TV-MA,98 min,Dramas,"Hoping to earn money to support her son, a single mother sings in a nightclub, where danger lurks around every corner.",19,4,2019,98.0,0.0,11
80202920,Movie,Someone Great,Jennifer Kaytin Robinson,Gina Rodriguez,United States,2019-04-19,2019,R,92 min,Comedies,"On the heels of a blindsiding breakup, music journalist Jenny braces for a new beginning – and one last adventure with her closest friends.",19,4,2019,92.0,0.0,6
81088285,Movie,The Mayo Clinic,Ken Burns,Peter Coyote,United States,2019-04-19,2018,TV-14,116 min,Documentaries,A look at how a world-renowned medical institution prioritizes patients' needs and has adapted to healthcare's evolving demands for over 150 years.,19,4,2019,116.0,0.0,7
81080942,Movie,The Ruthless,Renato De Maria,Riccardo Scamarcio,Italy,2019-04-19,2019,TV-MA,111 min,Dramas,A rebellious teen grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta Mafia in the 1980s.,19,4,2019,111.0,0.0,6
80187301,Movie,All The Reasons To Forget,Pedro Coutinho,Johnny Massaro,Brazil,2018-04-19,2017,TV-MA,90 min,Comedies,A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn it's more difficult than he anticipated.,19,4,2018,90.0,0.0,8
80178971,TV Show,Charité,No Director,Alicia von Rittberg,Germany,2018-04-19,2017,TV-MA,1 Season,International TV Shows,"At Berlin's Charité hospital in 1888, Ida finds romance, a path to her dream job and an inside look into cures for tuberculosis and diphtheria.",19,4,2018,0.0,1.0,8
80215782,Movie,Chasing the Dragon,Wong Jing,Donnie Yen,Hong Kong,2018-04-19,2017,TV-MA,129 min,Action & Adventure,"In corrupt, British-colonized Hong Kong, a mainland Chinese immigrant rises to the top of the city's drug underworld with the help of a notorious cop.",19,4,2018,129.0,0.0,8
80172000,Movie,American Experience: Ruby Ridge,Barak Goodman,Dave Hunt,United States,2017-04-19,2017,TV-MA,53 min,Documentaries,"A botched attempt to arrest a white supremacist in Idaho results in a gun battle, a standoff and three deaths that galvanize public opinion in 1992.",19,4,2017,53.0,0.0,8
80169778,Movie,Oklahoma City,Barak Goodman,No Cast,United States,2017-04-19,2017,TV-14,102 min,Documentaries,Domestic terrorist Timothy McVeigh's bomb attack on an Oklahoma City federal building in 1995 is chronicled in this examination of the shocking event.,19,4,2017,102.0,0.0,8
81035844,Movie,30 Days of Luxury,Hani Hamdi,Taher Farouz,Egypt,2019-04-18,2016,TV-14,91 min,Comedies,"With the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub.",18,4,2019,91.0,0.0,9
81035842,Movie,Because We're Heading Out,Khaled El Halafawy,Hassan El Raddad,Egypt,2019-04-18,2016,TV-14,99 min,Comedies,Trouble and high jinks ensue when a man and woman stumble on a bag full of money while out on the town.,18,4,2019,99.0,0.0,9
81035860,Movie,My Dog is My Guide,Ismail Farouk,Sameh Hussain,Egypt,2019-04-18,2013,TV-14,99 min,Comedies,"Relocated to a new post and struggling to adjust, a police officer further complicates his life by falling for a woman he has little in common with.",18,4,2019,99.0,0.0,12
81035850,Movie,My Wife and My Wifey,Moataz El Tony,Ramez Galal,No Country,2019-04-18,2014,TV-14,99 min,Comedies,A man finds his marriage to a dedicated women's rights activist facing some unexpected challenges over her commitment to the cause.,18,4,2019,99.0,0.0,11
81035846,Movie,The Walls of the Moon,Ossama Abu El Atta,Mona Zaki,Egypt,2019-04-18,2015,TV-MA,98 min,Action & Adventure,"After losing her eyesight in an accident, a woman lands in a love triangle as she looks for meaning in her life.",18,4,2019,98.0,0.0,10
81035854,Movie,Warda,Hadi El Bagoury,Nada Al Alfi,Egypt,2019-04-18,2014,TV-14,73 min,Horror Movies,"When an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn.",18,4,2019,73.0,0.0,11
80097516,Movie,Friend Request,Simon Verhoeven,Alycia Debnam-Carey,Germany,2018-04-18,2016,R,92 min,Horror Movies,A popular college student's love of social media becomes her biggest regret when a mysterious account marks each of her friends for a grisly demise.,18,4,2018,92.0,0.0,9
70217161,TV Show,The Adventures of Sonic the Hedgehog,No Director,Jaleel White,United States,2018-04-18,1993,TV-Y,1 Season,Kids' TV,"Hyper hedgehog Sonic and his cohort Miles ""Tails"" Prower defend the planet Mobius against Dr. Robotnik and his evil schemes in this animated series.",18,4,2018,0.0,1.0,32
80164465,Movie,Bigger Fatter Liar,Ron Oliver,Ricky Garcia,United States,2017-04-18,2017,PG,95 min,Children & Family Movies,"When his video game concept is stolen by a dishonest executive, a teenage chronic liar sets out to prove that he's telling the truth, for once.",18,4,2017,95.0,0.0,8
80117484,Movie,Lucas Brothers: On Drugs,Jay Chapman,Keith Lucas,United States,2017-04-18,2017,TV-MA,50 min,Stand-Up Comedy,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.",18,4,2017,50.0,0.0,8
80017099,Movie,A Little Chaos,Alan Rickman,Kate Winslet,United Kingdom,2019-04-17,2014,R,113 min,Dramas,"A willful young woman is hired to design a garden at Versailles for Louis XIV. Soon, she's ensnared in political and romantic complications.",17,4,2019,113.0,0.0,11
81043542,Movie,Dabbe 6: The Return,Hasan Karacadağ,Sema Şimşek,Turkey,2019-04-17,2015,TV-MA,153 min,Horror Movies,"A cardiologist tries to pinpoint the cause of her mother's sudden death as her sister, who witnessed it, claims malevolent demons are at play.",17,4,2019,153.0,0.0,10
81026329,Movie,De Film van Dylan Haegens,Dylan Haegens,Dylan Haegens,Netherlands,2019-04-17,2018,TV-PG,81 min,Comedies,A YouTuber becomes obsessed with figuring out how his copycat archnemesis manages to steal all of his ideas.,17,4,2019,81.0,0.0,7
81006826,Movie,Franco Escamilla: Bienvenido al mundo,Ulises Valencia,Franco Escamilla,Mexico,2019-04-17,2019,TV-MA,54 min,Stand-Up Comedy,"Comedian Franco Escamilla shares stories about parenting his children when they get into trouble, with reflections on gender, friendship and romance.",17,4,2019,54.0,0.0,6
81013626,Movie,HOMECOMING: A film by Beyoncé,Beyoncé Knowles-Carter,Beyoncé Knowles-Carter,No Country,2019-04-17,2019,TV-MA,138 min,Documentaries,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",17,4,2019,138.0,0.0,6
80232914,TV Show,The Chalet,No Director,Chloé Lambert,France,2018-04-17,2018,TV-MA,1 Season,Crime TV Shows,Friends gathered at a remote chalet in the French Alps for a summer getaway are caught in a deadly trap as a dark secret from the past comes to light.,17,4,2018,0.0,1.0,7
80213655,TV Show,The Honeymoon Stand Up Special,No Director,Natasha Leggero,United States,2018-04-17,2018,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,"Impending parenthood does funny things to Natasha Leggero and Moshe Kasher, who dissect family, relationships and more in a trio of stand-up specials.",17,4,2018,0.0,1.0,7
80027271,TV Show,The Messengers,No Director,Shantel VanSanten,United States,2016-04-17,2015,TV-PG,1 Season,TV Dramas,A group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse.,17,4,2016,0.0,1.0,10
80029368,Movie,Chris D'Elia: Incorrigible,Bill D'Elia,Chris D'Elia,United States,2015-04-17,2015,TV-MA,84 min,Stand-Up Comedy,Stand-up comedian Chris D'Elia covers everything from how to improve the NFL to why dating is evil and that babies should grow up before they're born.,17,4,2015,84.0,0.0,10
70222859,Movie,21 & Over,Jon Lucas,Miles Teller,United States,2019-04-16,2013,R,93 min,Comedies,Jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.,16,4,2019,93.0,0.0,12
70261674,Movie,About Time,Richard Curtis,Domhnall Gleeson,United Kingdom,2019-04-16,2013,R,123 min,Comedies,"When Tim learns that the men in his family can travel in time and change their own lives, he decides to go back and win the woman of his dreams.",16,4,2019,123.0,0.0,12
70045274,Movie,Evan Almighty,Tom Shadyac,Steve Carell,United States,2019-04-16,2007,PG,96 min,Children & Family Movies,"God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile, Evan's family interprets his new hobby as a midlife crisis.",16,4,2019,96.0,0.0,18
81034599,Movie,Jonathan,Bill Oliver,Ansel Elgort,United States,2019-04-16,2018,TV-MA,101 min,Dramas,"Two siblings share a body, each getting it for 12 hours a day. But when one of them breaks the rules, their whole way of life comes crashing down.",16,4,2019,101.0,0.0,7
